question,answer
"bayi saya usianya kini 3 bulan, hanya minum asi dari saya, namun saat kentut itu bau banget dok, trs pupnya jg berwarna hijau. apa penyebab kentut bayi 3 bulan bau dokter","alo, terima kasih atas pertanyaannya untuk alodokter.bau kentut bayi dapat dipengaruhi oleh durasi tinja bayi berada di dalam ususnya, dan kentut bayi yang bau dapat menandakan pengaruh dari bakteri baik atau jahat yang berkembang di dalam tinja. kondisi tersebut juga dapat menandakan adanya alergi atau intoleransi kandungan makanan yang anda konsumsi dimana masih terkandung pada asi anda.sedangkan perubahan warna tinja yang menjadi hijau juga dapat disebabkan oleh makanan yang anda konsumsi atau penyebab lainnya seperti pada artikel ini."
"anak saya usia 7 th, dia susah banget makan buah dan sayur, alhasil tiap bab pasti nangis dok gara2 sembelit. mau nanya dong dok, obat apa yang bisa mengatasi sembelit untuk anak saya ini. jika begini terus2an apakah ada solusi lain misal suplemen  vitamin gitu dok untuk anak saya yg tidak mau makan buah dan sayur. thanks","alo, terima kasih atas pertanyaannya untuk alodokter.untuk membantu melancarkan bab pada anak, maka anda perlu memperbanyak berikan anak cairan air mineral untuk melunakkan tinjanya yang dapat diawali dengan mengonsumsi air mineral 12 gelas sesaat setelah bangun tidur ketika organ pencernaan baru aktif bekerja."
"tetangga saya terkena tbc, saat ini dia tidak mau minum obat tbc, katanya nanti penyakitnya bisa sembuh sendiri sedangkan saat ini dia masih sering batukbatuk dan tidak menutup mulut saat batuk.. tetangga saya soalnya sering main kerumah kami, saya takut tertular tbc apalagi saya masih punya balita yg imnunya masish rentan. yg ingin saya tanyakan bagaimana langkahlangkah untuk melindungi diri dan orang lain dari tbc.. terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.tbc atau tuberkulosis merupakan penyakit yang disebabkan oleh infeksi bakteri, dimana hanya bisa disembuhkan dengan pengobatan antibiotik atau obat khusus antituberkulosis yang perlu dipantau rutin konsumsinya dalam waktu minimal 6 bulan, dimana tidak akan sembuh dengan sendirinya, dan dapat berbahaya karena dapat menular pada orang lain, terutama jika anda sering melakukan kontak langsung dengan penderita tbc."
dok bisa tolong kasihkan rekomen krim untuk hilangin bekas jerawat di wajah yg menghitam gak soalnya saya jerawatnya udah sembuh tapi malah ninggalin bekas hitam dok,"alo, saya dr. tirtawati wijaya. terima kasih sudah bertanya ke alodokter.bekas hitam setelah jerawat sembuh disebabkan peningkatan produksi melanin pemberi warna gelap pada kulit yang merupakan proses alamiah yang terjadi setelah kulit mengalami peradangan ini disebut hiperpigmentasi.hiperpigmentasi ini akan memudar dan menghilang dengan sendirinya seiring bertambahnya waktu."
"dokter gigi geraham bawah saya kan berlubang dan suka kambuh sakitnya dok, ini saya dari bangun tidur tadi pagi saya kepalanya sebelah kiri ikutan sakit juga dokter, jika mau minum obat kirakira obat yang ampuh dan bagus yang bisa saya minum dok. soalnya dari kemaren saya hanya minumin paracetamol dan gak mempan dok. makasih","gigi graham yang berlubang, jika tidak langsung ditangani, memang bisa terus bertambah parah lubangnya, hingga bisa mencetuskan nyeri yang mengganggu. tidak jarang, nyeri gigi ini akan menjalar hingga ke area kepala lainnya, bahkan juga disertai bengkak, bau mulut tidak sedap, kaku rahang, demam, dan muncul banyak lagi keluhan lainnya."
"assalamualaikum. dokter mau nanya..... saya kalau batuk dan bangun tidur napas saya kok sesak ya,, rasanya tenggorokan saya tu berlendir, ada dahak tapi saat dipaksain keluar ternyata keluarnya darah, dan ini keluar mulu jadinya tiap batuk, kerluarnya cuma bercak dikit sih dok. tapi saya jadi mikir aneh2. apa ini infeksi tuberkulosis ya obat penghenti batuk darah di apotek pake obat apa dok mohon jawabannya dokter. thanks","waalaikumsalam, selamat siangbatuk berdarah dalam dunia medis disebut dengan hemoptisis, darah ini dapat berasal dari hidung, tenggorokan dan paruparu. batuk darah terjadi karena adanya kerusakan pembuluh darah di sekitar saluran pernapasan. kondisi ini umumnya tidak bisa dianggap sepele, perlunya penanganan ke dokter."
"alodokter, dok, mau konsul, saya udah 4 hari ini merasakan kepala keliyengan, kemaren saya ke klinik dan dilakukan cek darah semua hasilnya normal, namun kepala kok keliyengan dan ada mualmual juga. itu gejala apa ya dokter terima kasih","pusing kliyengan disertai mual bisa wajar terjadi karena pengaruh kurang tidur, terlambat makan, atau kelelahan beraktifitas. pada wanita, keluhan ini bisa pula muncul akibat tanda awal hamil atau gejala menjelang menstruasi. hanya saja, pusing kliyengan dan mual bisa juga berkaitan dengan suatu penyakit, contohnya anemia, dispepsia, hepatitis, demam tifoid, infeksi lainnya, vertigo, hipotensi, kekurangan nutrisi tertentu, lemah jantung, gangguan psikosomatis, dan banyak lagi gangguan medis lainnya. tidak semua kondisi ini bisa terdeteksi lewat tes darah biasa."
dok di selangkangan saya muncul benjolan yg mirip seperti bisul.. benjolan bisul itu tidak ada matanya tapi dok.. itu sebabnya apa dok obat apa yg bisa saya gunakan untuk mengatasi ini dok,"selamat sore, terima kasih telah bertanya di alodokter. benjolan pada area selangkangan bisa berarti berbagai hal, diantaranya adalahinfeksi bakteriinfeksi virusiritasi, misalnya akibat gesekan kulit paha dalam atau gesekan celana dengan bahan yang kasarrespon alergigigitan atau sengatan seranggapertumbuhan jaringan abrnomaldan bisa juga berbagai kemungkinan lainnya tergantung dari ciri dari benjolan tersebut serta riwayat kesehatan anda."
"saya baru selesai pengobatan untuk jamur di kulit selangkangan saya dok, pas saya cek ternyata kulit selangkangan saya malah jadi hitam. saya merasa risih lihatnya. bagaimana ya dok cara memutihkan selangkangan saya yg hitam setelah infeksi jamur ini adakah obat yang manjur yang dijual bebas di apotik yang bisa mengatasi masalah ini terima kasih atas jawabannya","infeksi jamur di kulit selangkangan tinea cruris tidak hanya bisa membuatnya terasa gatal dan bersisik, namun juga bisa membuatnya tampak menghitam. kulit selangkangan anda yang kehitaman bisa juga diperparah oleh gesekan berlebihan, kekurangan nutrisi, kulit kering, hingga penyakit tertentu, seperti neurodermatitis, eksim, dermatitis kontak, hiperpigmentasi pasca radang, dan sebagainya.agar keluhan anda teratasi, tidak sembarang obat bisa anda gunakan."
"hai dokter. umur ku baru 12 rahun. tadi saat bangun tidur telinga kiriku terasa sakit bagian dalam. karena tadi aku tdk tahu harus apa, aku malah membersihkannya dengan cotton bud. tapi setelah akcu cari tahu tentang sakit telinga, ternyata tdk boleh membersihkan kuping dengan cotton bud. kira2 aku harus apa ya dok","terima kasih atas pertanyaannya.nyeri pada telinga merupakan salah satu keluhan yang sering dirasakan pada telinga dan dapat menjadi tanda dari masalah pada telinga. kondisi nyeri telinga tersebut harus dicari tahu lebih lanjut terkait dengan bagaimana nyeri muncul, lokasi keluhan, riwayat munculnya keluhan dan sebagainya. selain adanya nyeri, perlu diketahui adanya keluhan lain apakah keluar cairan dari telinga, kemudian adakah bengkak pada telinga, penurunan pendengaran dan sebagainya."
"dok semenjak saya sering masak, dan melakukan pekerjaan rumah tangga, seperti nyapu, ngepel, nyuci. kok urat tangan saya jadi timbul ya dok padahal sebelumnya tangan saya nggak gini, alus dok. ini kenapa kok begini ya dok apa bisa dihilangkan dokter","alo, selamat siangurat tangan yang menonjol dan terlihat jelas di permukaan kulit ada beberapa faktor pemicunya seperti berolahraga seperti angkat beban beratpenggunaan pakaian ketatduduk atau berdiri terlalu lamawarna kulit terangberat badan tidak iedal, berat badan di atas ratarata dapat menekan pembuluh darah, tekanan yang berlebihan dapat membuat pembuluh darah terlihatgenetikperubahan hormon seprti kehamilan, konsumsi pil kb serta terapi hormon menopausejadi begitu banyak faktor pemicunya, umumnya hal ini tidak bahaya namun hanya saja menganggu penampilan."
"sudah 5 bulan saya menggunakan krim dokter, tapi sudah 2 bulan saya berhenti pakai krim dokter, krn kulit saya menjadi sensitif, setelah berhenti menggunakan krim dokter wajah saya terlihat kusam sekali. saya sudah menyerah dengan kondisi wajah saat ini. saya tergoda ingin ke dokter lagi, tapi saya khawatir nantinya saya akan ketergantungan dengan krim dokter. saya mau minta rekomendasi skincare yang bisa mengatasi wajah kusam dok. mohon solusinya","alo, terima kasih atas pertanyaannya untuk alodokter.untuk dapat membantu mencerahkan kulit wajah, maka anda perlu menggunakan rangkaian skincare yang tepat, dimana dimulai dari memilih sabun pembersih wajah sesuai jenis kulit dengan ph yang rendah.setelahnya, rutin gunakan pelembab dengan kandungan bahan pencerah yang aman dan tidak menyebabkan ketergantungan sepeti pada artikel ini. lakukan eksfoliasi dan masker wajah dengan bahan pencerah secara rutin 23 kali seminggu, untuk membantu menghilangkan sel kulit mati yang dapat membuat kulit wajah menjadi kusam."
"dok saya mau tanya ini saya punya bayi umur 1 bulan dia kayaknya kena biang keringat di daerah pundak belakang dan sekitar leher belakang hingga punggung walnya sedikit namun sekarang makin meluas, sudah diberikan krim biang keringat khusus bayi namun tidak kunjung ada hasil, sudah terhitung 3 minggu, belum kunjung membaik, solusinya bagaimana dok","karena kelenjar keringatnya yang masih imatur, bayi memang rentan mengalami biang keringat. biasanya, kondisi ini diperparah juga dengan penekanan berlebih ke area kulit tertentu, kondisi lingkungan yang panas atau gerah, dan beberapa faktor lainnya."
"alodokter, dok saya wanta saya beberapa hari lalu becanda2 sama temen saya dan ketawa kenceng dan lebar, sampe saya sadar ada bunyi klik saat ketawa2 itu, sekarang semenjak kejadian itu rahang saya saat mengap mau makan apa bicara yg agak lebaran dikit aja, rahang saya jadi bunyi. itu kenapa sih dokter mohon bantuannya. terima kasih","alo,apakah rahang anda terasa nyeri saat membuka mulut pada rahang terdapat sendi yaitu tmj  temporo mandibular joint. adanya bunyi klik saat membuka mulut bisa disebabkan karena gangguan pada tmj."
selamat siang dok.. saya mau tanya. suami saya mengalami kulit kepala kering dan mengelupas seperti ketombe terkadang terasa gatal. dia sudah mencoba berbagai shampo dan konditioner tapi tidak ada hasilnya dok. apakah penyebabnya jamur ya dok apakah ini dermatitis seboroik atau ketombe biasa dok bagaimana cara menghilangkannya. terima kasih dokter,"kulit kepala yang kering, mengelupas, dan terasa gatal salah satunya memang bisa disebabkan oleh infeksi jamur di kulit kepala tinea capitis atau dermatitis seboroik. tinea capitis disebabkan oleh jamur dermatofita, dan kerap menyebabkan kulit kepala menjadi berketombe, gatal, mengelupas, rambutnya rapuh, muncul ruamruam, bahkan bisa sampai menyebabkan kebotakan yang terus meluas. adapun dermatitis seboroik adalah suatu peradangan kronis yang dikaitkan dengan infeksi jamur malassezia."
"pagi dok, saya wanita 18 tahun, tb 150 dan bb 50. saya mempunyai bekas luka di kaki yg tidak kunjung hilang. saya sudah pergi ke dokter spesialis dan hanya diberikan salep penyembuh luka, setelah luka sembuh bekas hitamnya masih ada. kira2 bekas luka yg menghitam di kaki bisa hilang dan mulus kembali tidak dok apakah bekas luka ini bisa hilang dengan menggunakan handbody jika iya saya minta rekomendasi handbody yang dapat menghilangkan bekas luka ini dok. terima kasih","alo, selamat siangjika ada luka umumnya yang terpenting penanganan oleh dokter ialah menyembuhi luka anda, luka yang sudah sembuh pastinya akan menimbulkan bekas luka, bekas luka bisa berwarna putih, merah dan hitam yang disebut dengan hyperpigmentasi post inflamasi."
"permisi dok, dok saya wanita usia 29 tahun, dok tadi pagi saat hendak mandi saya periksa di kemaluan saya ada bentol2 gatal, ini dari semalam saya rasakan namun saya pikir gatal biasa. ini pas saya lihat kok bentolbentolnya lumayan rapat dan gatal. ini kenapa ya dokter apakah ini menandakan saya terkena penyakit bahaya dok mohon solusinya. makasih","bentolbentol yang terasa gatal di kemaluan wanita kemungkinan pemicunya ada banyak. beberapa yang tersering yaknidermatitis kontak alergi peradangan kulit lokal akibat alergi terhadap substansi yang bersentuhan langsung dengannyainfeksi, contohnya candidiasis, skabies, tinea cruris, kutil kelamin, molluscum contagiosum, folikulitis, kutu kelaminfaktor lain, seperti dermatitis kontak iritan, eksim, erupsi obat, biang keringat, dan sebagainyakeluhan seperti yang anda alami sebaiknya tidak dulu dicemaskan berlebihan."
"dokter, suami saya mata kakinya item dan teksturnya kasar, saya pakein lulur dan body lotion gak mempan nih dok, ngilanginnya pake apaan sih dok ada gak sih dok cara alami untuk masalah ini hampir putus asa dok, ini dia kalau pake sendal suka risih liatnya dok","alo, selamat siangmata kaki yang menghitam memang membuat gangguan pada penampilan. mata kaki memang memiliki kulit yang lebih tipis sehingga rentan kering, gelap dan menebal dan area ini juga rentan mengalami gesekan terus menerus dengan pakaian dan sepatu juga jadi pemicu serta akibat kurangnya di rawat area tersebut jadi mengalami penumpukan sel kulit mati dan adanya paparan sinar matahari."
"mau konsul dong dok, saya bumil trimesterpertama, ada teman yg menyarankan saya disuruh makan hati ayam dok. apakah itu perlu saya makan dok katanya bagus untuk saya dan janin. mohon penjelasannya. terima kasih","alo, terima kasih atas pertanyaannya untuk alodokterpada saat hamil, maka beberapa wanita dapat mudah mengalami anemia yaitu dimana kadar hb darah kurang dari 12 gram per desiliter, dan dapat berbahaya terhadap perkembangan janin dan kehamilan karena dapat menyebabkan persalinan prematur, bayi lahir dengan berat badan rendah, kematian janin, perdarahan paska persalinan, dan depresi postpartum."
"dok, saya mau tanya. perut bagian bawah saya lebih besar dari bagian atas, kayak buncit gitu. padahal saya udah menerapkan hidup sehat sejak setahun yang lalu. berat badan saya normal tapi hanya perut saya yg buncit. saya tidak ada keluhan apapun. bab lancar. perut bawah buncit itu tanda apa ya dok","alo, terima kasih atas pertanyaannya untuk alodokter.perut yang tampak buncit bisa saja terjadi karena adanya tumpukan lemak, ataupun lipatan kulit berlebih akibat riwayat kenaikan berat badan yang tinggi sebelumnya."
"siang dok, bayi saya berusia 2 bulan 3 minggu tapi babnya sehari 3 kali dan fesesnya berwarna hijau. apakah normal untuk bayi usia 2 bulan dan masih asi ekslusif dok","bayi usia 2 bulan dapat mengalami bab lebih sering merupakan hal yang normal dan wajar jadi bunda tidak perlu khawatir, kondisi ini bisa menjadi tanda bayi cukup menerima asupan harian dari susu. frekuensi bab bayi bisa 3 kali sehari bahkan lebih sering hingga 45kali sehari. fases bayi yang diberi asi juga cenderung lebih encer selama 3 bulan pertama."
"dokter, saya ibu muda dan baru punya baby dok. saya kebetulan tidak menggunakan baby sitter untuk bantu mengasuh bayi saya, saya mau tanya dok, bagaimana cara menggendong bayi usia 2 bulan dengan benar dan aman","alo, terima kasih atas pertanyaannya untuk alodokter.menggendong bayi pada usia 2 bulan perlu dilakukan secara hatihati, karena umumnya bayi belum dapat menopang kepalanya sendiri. oleh karena itu, ketika anda menggendong bayi dengan usia 2 bulan, prinsipnya adalah anda perlu selalu menopang kepala dan leher bayi saat menggendongnya."
